,bhk,type,area,price,price_unit,region,status
33760,3,Apartment,858,3,Cr,Andheri,Under Construction
33761,3,Apartment,858,3.06,Cr,Andheri,Under Construction
33762,4,Apartment,1170,3.95,Cr,Andheri,Under Construction
33763,4,Apartment,1170,4.13,Cr,Andheri,Under Construction
33764,4,Apartment,1300,4.28,Cr,Andheri,Under Construction
33779,4,Apartment,1507,5.23,Cr,Andheri,Under Construction
33780,3,Apartment,1450,6.65,Cr,Andheri,Ready to move
33835,3,Apartment,1410,2.3,Cr,Andheri,Ready to move
33898,2,Apartment,1150,1.85,Cr,Andheri,Under Construction
33955,2,Apartment,923,1.82,Cr,Andheri,Under Construction
34046,3,Apartment,2220,5,Cr,Andheri,Ready to move
34060,3,Apartment,1185,2.3,Cr,Andheri,Ready to move
34139,1,Apartment,550,1.5,Cr,Andheri,Ready to move
34158,3,Apartment,1090,4.5,Cr,Andheri,Under Construction
34161,3,Apartment,1185,3,Cr,Andheri,Ready to move
34225,3,Apartment,1200,4.9,Cr,Andheri,Ready to move
34250,3,Apartment,765,2.79,Cr,Andheri,Under Construction
34312,2,Apartment,570,1.91,Cr,Andheri,Under Construction
34313,2,Apartment,520,1.81,Cr,Andheri,Under Construction
34314,4,Apartment,1220,4.07,Cr,Andheri,Under Construction
34331,1,Apartment,513,95,L,Andheri,Ready to move
34354,4,Apartment,1400,4.06,Cr,Andheri,Under Construction
34405,4,Apartment,1507,5.23,Cr,Andheri,Under Construction
34406,3,Apartment,1450,6.65,Cr,Andheri,Ready to move
34417,4,Apartment,1800,8.5,Cr,Andheri,Ready to move
34418,4,Apartment,3330,14.75,Cr,Andheri,Ready to move
34419,4,Apartment,3330,18,Cr,Andheri,Ready to move
34423,4,Apartment,2300,11,Cr,Andheri,Ready to move
34424,4,Apartment,3050,14,Cr,Andheri,Ready to move
34434,3,Apartment,1800,6.25,Cr,Andheri,Ready to move
34476,3,Apartment,1200,3.4,Cr,Andheri,Ready to move
34532,2,Apartment,920,1.95,Cr,Andheri,Ready to move
34561,2,Apartment,1150,1.85,Cr,Andheri,Under Construction
34580,3,Apartment,1216,6.37,Cr,Andheri,Under Construction
34581,3,Apartment,1216,6.37,Cr,Andheri,Under Construction
34582,5,Apartment,2075,10.87,Cr,Andheri,Under Construction
34658,2,Apartment,1283,2.85,Cr,Andheri,Ready to move
34659,3,Apartment,1788,3.85,Cr,Andheri,Ready to move
34660,4,Apartment,2100,5.5,Cr,Andheri,Ready to move
34661,2,Apartment,1103,2.85,Cr,Andheri,Ready to move
34662,4,Apartment,3050,11,Cr,Andheri,Ready to move
34667,3,Apartment,2019,5,Cr,Andheri,Under Construction
34668,2,Apartment,1000,2.4,Cr,Andheri,Ready to move
34683,1,Apartment,620,1.2,Cr,Andheri,Under Construction
34684,1,Apartment,655,1.27,Cr,Andheri,Under Construction
34685,2,Apartment,919,1.76,Cr,Andheri,Under Construction
34686,2,Apartment,1031,1.97,Cr,Andheri,Under Construction
34758,3,Apartment,901,3.15,Cr,Andheri,Under Construction
34765,3,Apartment,1100,3.65,Cr,Andheri,Ready to move
34766,3,Apartment,1400,2.75,Cr,Andheri,Ready to move
34767,5,Apartment,2280,5.22,Cr,Andheri,Under Construction
34768,1,Apartment,620,1.3,Cr,Andheri,Ready to move
34882,2,Apartment,1283,2.85,Cr,Andheri,Ready to move
34883,3,Apartment,1788,3.85,Cr,Andheri,Ready to move
34884,4,Apartment,2100,5.5,Cr,Andheri,Ready to move
34885,2,Apartment,1103,2.85,Cr,Andheri,Ready to move
34886,4,Apartment,3050,11,Cr,Andheri,Ready to move
34888,3,Apartment,1031,3.6,Cr,Andheri,Under Construction
34889,3,Apartment,858,2.95,Cr,Andheri,Under Construction
35035,2,Apartment,1000,2.9,Cr,Andheri,Ready to move
35036,3,Apartment,1300,4.6,Cr,Andheri,Ready to move
35203,3,Apartment,2000,10.35,Cr,Andheri,Ready to move
35373,1,Apartment,513,95,L,Andheri,Ready to move
35995,1,Apartment,550,1.05,Cr,Andheri,Ready to move
36172,3,Apartment,1046,2.47,Cr,Andheri,Under Construction
36173,2,Apartment,908,2.08,Cr,Andheri,Under Construction
36174,2,Apartment,950,1.96,Cr,Andheri,Under Construction
36180,2,Apartment,1002,3.25,Cr,Andheri,Ready to move
36183,3,Apartment,900,2.5,Cr,Andheri,Ready to move
36196,3,Apartment,1520,3.1,Cr,Andheri,Ready to move
36214,4,Apartment,1153,3.6,Cr,Andheri,Under Construction
36215,3,Apartment,1153,3.65,Cr,Andheri,Under Construction
36217,2,Apartment,824,2.49,Cr,Andheri,Under Construction
36334,1,Apartment,600,1.4,Cr,Andheri,Ready to move
36346,3,Apartment,1153,3.65,Cr,Andheri,Under Construction
36347,3,Apartment,1523,4.75,Cr,Andheri,Under Construction
36348,2,Apartment,824,2.5,Cr,Andheri,Under Construction
36625,1,Apartment,667,1.32,Cr,Andheri,Under Construction
36626,2,Apartment,850,1.76,Cr,Andheri,Under Construction
36677,3,Apartment,1231,3.68,Cr,Andheri,Under Construction
36747,3,Apartment,1200,2.85,Cr,Andheri,Ready to move
36754,5,Apartment,1779,6.2,Cr,Andheri,Under Construction
36776,2,Apartment,542,1.28,Cr,Andheri,Under Construction
36777,2,Apartment,581,1.35,Cr,Andheri,Under Construction
36778,1,Apartment,370,89.98,L,Andheri,Under Construction
36785,3,Apartment,1250,3.8,Cr,Andheri,Ready to move
36808,2,Apartment,1166,2,Cr,Andheri,Ready to move
36809,2,Apartment,960,1.68,Cr,Andheri,Ready to move
36810,2,Apartment,814,1.42,Cr,Andheri,Ready to move
36854,2,Apartment,965,2.79,Cr,Andheri,Under Construction
36903,1,Apartment,486,1.2,Cr,Andheri,Ready to move
36956,2,Apartment,950,2.8,Cr,Andheri,Ready to move
37051,3,Apartment,3080,9.24,Cr,Andheri,Ready to move
37052,4,Apartment,3780,11.34,Cr,Andheri,Ready to move
37053,5,Apartment,4650,13.95,Cr,Andheri,Ready to move
37097,3,Apartment,1220,4.75,Cr,Andheri,Ready to move
37141,1,Apartment,509,1.42,Cr,Andheri,Ready to move
37270,1,Apartment,550,1.1,Cr,Andheri,Ready to move
37408,3,Apartment,1300,4.3,Cr,Andheri,Ready to move
37409,3,Apartment,1300,4.3,Cr,Andheri,Ready to move
37489,1,Apartment,509,1.42,Cr,Andheri,Ready to move
37492,3,Apartment,1318,4.6,Cr,Andheri,Ready to move
37493,2,Apartment,1002,3.25,Cr,Andheri,Ready to move
37507,4,Apartment,3500,14.5,Cr,Andheri,Ready to move
37512,2,Apartment,950,2,Cr,Andheri,Ready to move
37592,1,Studio Apartment,300,80,L,Andheri,Ready to move
37708,2,Apartment,943,2.2,Cr,Andheri,Ready to move
37712,1,Apartment,550,1.65,Cr,Andheri,Ready to move
37727,3,Apartment,1250,3.6,Cr,Andheri,Ready to move
37795,2,Apartment,1200,3.8,Cr,Andheri,Ready to move
37797,2,Apartment,500,1.53,Cr,Andheri,Under Construction
37798,3,Apartment,902,2.92,Cr,Andheri,Under Construction
37799,2,Apartment,693,1.92,Cr,Andheri,Under Construction
37800,3,Apartment,857,2.74,Cr,Andheri,Under Construction
37801,1,Apartment,375,1.15,Cr,Andheri,Under Construction
37802,1,Apartment,441,1.22,Cr,Andheri,Under Construction
38022,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38023,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38024,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38025,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38026,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38027,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38028,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38029,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38030,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38031,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38032,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38033,3,Apartment,1350,2.6,Cr,Andheri,Ready to move
38054,2,Apartment,1000,1.8,Cr,Andheri,Under Construction
38068,2,Apartment,1299,4.65,Cr,Andheri,Ready to move
38153,3,Apartment,2000,3.49,Cr,Andheri,Under Construction
38325,1,Studio Apartment,400,1.15,Cr,Andheri,Ready to move
38419,2,Apartment,750,2.2,Cr,Andheri,Ready to move
38420,3,Apartment,1800,4,Cr,Andheri,Ready to move
38460,3,Apartment,864,2.54,Cr,Andheri,Under Construction
38470,4,Apartment,1095,3.74,Cr,Andheri,Under Construction
38511,2,Apartment,659,2.31,Cr,Andheri,Under Construction
38596,4,Apartment,3000,9,Cr,Andheri,Ready to move
38609,2,Apartment,1010,2.6,Cr,Andheri,Ready to move
38847,3,Apartment,975,2.75,Cr,Andheri,Under Construction
38854,1,Apartment,530,1.27,Cr,Andheri,Under Construction
38856,1,Apartment,526,1.2,Cr,Andheri,Under Construction
38858,1,Apartment,458,1.3,Cr,Andheri,Under Construction
39257,3,Apartment,1850,4.2,Cr,Andheri,Under Construction
39277,2,Apartment,864,1.29,Cr,Andheri,Under Construction
39432,1,Apartment,550,1.37,Cr,Andheri,Ready to move
39433,2,Apartment,1100,4.1,Cr,Andheri,Ready to move
39465,4,Apartment,3330,14.75,Cr,Andheri,Ready to move
39551,4,Apartment,3250,5.6,Cr,Andheri,Ready to move
39591,1,Apartment,650,1.5,Cr,Andheri,Ready to move
39597,1,Apartment,621,1.25,Cr,Andheri,Under Construction
39624,2,Apartment,729,1.6,Cr,Andheri,Under Construction
39625,3,Apartment,944,2.07,Cr,Andheri,Under Construction
39626,1,Apartment,565,1.24,Cr,Andheri,Under Construction
39725,3,Apartment,1330,3.5,Cr,Andheri,Ready to move
39731,1,Apartment,416,1.19,Cr,Andheri,Under Construction
39732,2,Apartment,576,1.52,Cr,Andheri,Under Construction
39763,4,Apartment,1800,11.9,Cr,Andheri,Ready to move
39805,3,Apartment,1850,3.8,Cr,Andheri,Ready to move
39806,2,Apartment,1450,2.85,Cr,Andheri,Ready to move
39814,4,Apartment,3200,6.8,Cr,Andheri,Ready to move
39817,4,Apartment,3250,5.9,Cr,Andheri,Ready to move
39831,4,Apartment,3000,12,Cr,Andheri,Ready to move
39836,3,Apartment,1792,3,Cr,Andheri,Ready to move
39904,3,Apartment,1850,3.9,Cr,Andheri,Ready to move
39905,3,Apartment,1850,3.9,Cr,Andheri,Ready to move
39936,3,Apartment,1850,3.5,Cr,Andheri,Ready to move
39950,2,Apartment,1560,3.58,Cr,Andheri,Ready to move
39951,3,Apartment,2420,5.56,Cr,Andheri,Ready to move
39952,5,Apartment,3835,8.82,Cr,Andheri,Ready to move
39953,2,Apartment,1625,3.73,Cr,Andheri,Ready to move
39954,4,Apartment,2780,6.39,Cr,Andheri,Ready to move
39955,3,Apartment,2275,5.23,Cr,Andheri,Ready to move
39956,3,Apartment,2260,5.19,Cr,Andheri,Ready to move
39957,3,Apartment,1695,3.89,Cr,Andheri,Ready to move
39958,3,Apartment,1760,4.04,Cr,Andheri,Ready to move
39959,4,Apartment,3105,7.14,Cr,Andheri,Ready to move
39960,3,Apartment,2095,4.81,Cr,Andheri,Ready to move
39961,4,Apartment,3200,7.36,Cr,Andheri,Ready to move
39962,3,Apartment,2190,5.03,Cr,Andheri,Ready to move
39963,4,Apartment,2755,6.33,Cr,Andheri,Ready to move
39964,3,Apartment,2070,4.76,Cr,Andheri,Ready to move
39965,4,Apartment,2480,5.7,Cr,Andheri,Ready to move
39986,3,Apartment,1850,3.48,Cr,Andheri,Ready to move
40033,3,Apartment,944,3.3,Cr,Andheri,Ready to move
40034,2,Apartment,713,2.5,Cr,Andheri,Ready to move
40035,2,Apartment,708,2.48,Cr,Andheri,Ready to move
40070,5,Apartment,3500,8.99,Cr,Andheri,Ready to move
40163,1,Apartment,305,88.99,L,Andheri,Under Construction
40164,2,Apartment,440,1.28,Cr,Andheri,Under Construction
40165,1,Apartment,380,1.1,Cr,Andheri,Under Construction
40187,3,Apartment,1200,3.9,Cr,Andheri,Under Construction
40188,2,Apartment,888,2.75,Cr,Andheri,Under Construction
40189,2,Apartment,780,2.35,Cr,Andheri,Under Construction
40323,3,Apartment,1650,2.3,Cr,Andheri,Under Construction
40361,3,Apartment,1200,2.8,Cr,Andheri,Ready to move
40368,4,Apartment,2600,8.5,Cr,Andheri,Ready to move
40430,1,Apartment,658,1.33,Cr,Andheri,Under Construction
40463,4,Apartment,3827,12.5,Cr,Andheri,Under Construction
40764,2,Apartment,780,2.81,Cr,Andheri,Ready to move
40775,3,Apartment,1650,2.3,Cr,Andheri,Under Construction
40782,1,Apartment,527,1.2,Cr,Andheri,Under Construction
40786,3,Apartment,980,2.89,Cr,Andheri,Under Construction
40797,3,Apartment,1850,4,Cr,Andheri,Ready to move
40840,1,Apartment,694,1.33,Cr,Andheri,Under Construction
40851,3,Apartment,1650,2.75,Cr,Andheri,Under Construction
40859,4,Apartment,3200,5.8,Cr,Andheri,Ready to move
41059,3,Apartment,1650,2.3,Cr,Andheri,Under Construction
41203,2,Apartment,950,2.4,Cr,Andheri,Ready to move
41225,2,Apartment,1001,1.85,Cr,Andheri,Ready to move
41229,5,Apartment,2590,10.5,Cr,Andheri,Ready to move
41244,2,Apartment,1001,1.85,Cr,Andheri,Ready to move
42987,2,Apartment,797,4.5,Cr,Andheri,Under Construction
42988,3,Apartment,1041,5.87,Cr,Andheri,Under Construction
42989,3,Apartment,1156,6.52,Cr,Andheri,Under Construction
43626,2,Apartment,665,2.49,Cr,Andheri,Under Construction
43627,3,Apartment,790,2.94,Cr,Andheri,Under Construction
43628,3,Apartment,900,3.33,Cr,Andheri,Under Construction
43629,3,Apartment,765,2.85,Cr,Andheri,Under Construction
43630,3,Apartment,805,2.99,Cr,Andheri,Under Construction
43631,3,Apartment,805,2.73,Cr,Andheri,Under Construction
43632,3,Apartment,950,3.23,Cr,Andheri,Under Construction
43883,2,Apartment,770,2.1,Cr,Andheri,Ready to move
43936,3,Apartment,1500,4.5,Cr,Andheri,Under Construction
43937,2,Apartment,1000,2.6,Cr,Andheri,Ready to move
43938,3,Apartment,1500,3.7,Cr,Andheri,Ready to move
43939,2,Apartment,1000,2,Cr,Andheri,Ready to move
43940,4,Apartment,2900,14,Cr,Andheri,Ready to move
43941,3,Apartment,2124,5.5,Cr,Andheri,Under Construction
43942,3,Apartment,2500,12.25,Cr,Andheri,Ready to move
43943,3,Apartment,1800,4.5,Cr,Andheri,Ready to move
43944,2,Apartment,1000,2.25,Cr,Andheri,Ready to move
43945,2,Apartment,1000,2.5,Cr,Andheri,Ready to move
43946,5,Apartment,4552,24.5,Cr,Andheri,Ready to move
43947,2,Apartment,1100,3.65,Cr,Andheri,Ready to move
43948,3,Apartment,2100,9.75,Cr,Andheri,Ready to move
43949,2,Apartment,1370,3.7,Cr,Andheri,Ready to move
43950,4,Apartment,2500,12.25,Cr,Andheri,Ready to move
43951,2,Apartment,1400,4,Cr,Andheri,Ready to move
43953,4,Apartment,2254,5.5,Cr,Andheri,Under Construction
43954,2,Apartment,1000,2.8,Cr,Andheri,Ready to move
43955,5,Apartment,3500,12.5,Cr,Andheri,Ready to move
43956,5,Apartment,4600,24.5,Cr,Andheri,Ready to move
43957,3,Apartment,2000,5.35,Cr,Andheri,Ready to move
43958,2,Apartment,1400,2.4,Cr,Andheri,Ready to move
43960,4,Apartment,2653,6.75,Cr,Andheri,Under Construction
43962,3,Apartment,2127,5.1,Cr,Andheri,Under Construction
43963,4,Apartment,4500,16.5,Cr,Andheri,Ready to move
43964,3,Apartment,2000,5.9,Cr,Andheri,Ready to move
43965,3,Apartment,1700,5.75,Cr,Andheri,Ready to move
43966,3,Apartment,1300,4.1,Cr,Andheri,Ready to move
43967,3,Apartment,1500,5.5,Cr,Andheri,Ready to move
43968,3,Apartment,1400,5.15,Cr,Andheri,Ready to move
43969,4,Apartment,2000,5.55,Cr,Andheri,Ready to move
43971,3,Apartment,2000,6,Cr,Andheri,Ready to move
43972,2,Apartment,890,1.9,Cr,Andheri,Ready to move
43973,5,Apartment,3500,13.5,Cr,Andheri,Ready to move
43974,4,Apartment,3200,10,Cr,Andheri,Ready to move
44044,2,Apartment,750,1.99,Cr,Andheri,Ready to move
44045,1,Apartment,550,1.23,Cr,Andheri,Ready to move
44046,2,Apartment,870,2.59,Cr,Andheri,Ready to move
44047,1,Apartment,546,1.14,Cr,Andheri,Ready to move
44048,3,Apartment,1500,4.7,Cr,Andheri,Ready to move
44049,3,Apartment,1650,2.99,Cr,Andheri,Ready to move
44051,3,Apartment,1309,4.49,Cr,Andheri,Ready to move
44052,2,Apartment,1100,4.25,Cr,Andheri,Ready to move
44053,2,Apartment,900,3.59,Cr,Andheri,Ready to move
44054,2,Apartment,890,1.99,Cr,Andheri,Ready to move
44055,3,Apartment,1290,3.14,Cr,Andheri,Ready to move
44118,2,Apartment,960,2.21,Cr,Andheri,Ready to move
44119,2,Apartment,1050,2.7,Cr,Andheri,Ready to move
44226,1,Apartment,550,1.41,Cr,Andheri,Ready to move
44227,3,Apartment,1690,5.25,Cr,Andheri,Ready to move
44228,3,Apartment,1352,2.85,Cr,Andheri,Ready to move
44229,2,Apartment,910,1.98,Cr,Andheri,Ready to move
44231,2,Apartment,958,1.89,Cr,Andheri,Ready to move
44287,2,Apartment,1012,3.9,Cr,Andheri,Ready to move
44364,2,Apartment,750,1.8,Cr,Andheri,Ready to move
44366,2,Apartment,650,1.72,Cr,Andheri,Under Construction
44367,2,Apartment,680,1.8,Cr,Andheri,Ready to move
44368,2,Apartment,700,2.8,Cr,Andheri,Ready to move
44372,2,Apartment,700,1.85,Cr,Andheri,Ready to move
44571,3,Apartment,1230,2.5,Cr,Andheri,Ready to move
44587,2,Apartment,700,1.7,Cr,Andheri,Ready to move
44592,2,Apartment,750,2.39,Cr,Andheri,Ready to move
44769,2,Apartment,1000,1.9,Cr,Andheri,Under Construction
44770,2,Apartment,1036,2.17,Cr,Andheri,Under Construction
44822,2,Apartment,810,1.8,Cr,Andheri,Ready to move
45397,2,Apartment,960,2.1,Cr,Andheri,Ready to move
45849,2,Apartment,1000,3.5,Cr,Andheri,Ready to move
45923,2,Apartment,1000,3.5,Cr,Andheri,Ready to move
45961,2,Apartment,1050,3.7,Cr,Andheri,Ready to move
45962,3,Apartment,1250,4.35,Cr,Andheri,Ready to move
46045,2,Apartment,810,1.35,Cr,Andheri,Ready to move
46046,2,Apartment,600,1.45,Cr,Andheri,Ready to move
46087,4,Apartment,1300,2.4,Cr,Andheri,Under Construction
46153,3,Apartment,1580,4.6,Cr,Andheri,Ready to move
46176,3,Apartment,950,2.85,Cr,Andheri,Under Construction
46184,1,Apartment,500,1.2,Cr,Andheri,Under Construction
46185,1,Apartment,450,95,L,Andheri,Under Construction
46224,3,Apartment,950,2.85,Cr,Andheri,Under Construction
46232,1,Apartment,500,1.2,Cr,Andheri,Under Construction
46242,2,Apartment,600,1.45,Cr,Andheri,Ready to move
46272,2,Apartment,600,1.45,Cr,Andheri,Ready to move
46467,4,Apartment,1800,6.8,Cr,Andheri,Ready to move
46817,2,Apartment,1360,3.55,Cr,Andheri,Ready to move
46850,3,Apartment,2100,5,Cr,Andheri,Ready to move
46864,2,Apartment,1300,3.65,Cr,Andheri,Ready to move
46972,2,Apartment,1361,4.15,Cr,Andheri,Ready to move
46973,1,Studio Apartment,260,55,L,Andheri,Ready to move
46974,3,Apartment,1400,4.7,Cr,Andheri,Ready to move
46975,3,Apartment,1600,3,Cr,Andheri,Ready to move
46976,4,Apartment,1245,2.1,Cr,Andheri,Ready to move
46977,2,Apartment,1225,2.1,Cr,Andheri,Ready to move
46978,2,Apartment,1250,2.08,Cr,Andheri,Under Construction
46979,3,Apartment,1600,4.25,Cr,Andheri,Ready to move
46980,3,Apartment,1413,4.2,Cr,Andheri,Ready to move
46981,3,Apartment,1600,2.7,Cr,Andheri,Ready to move
46982,3,Apartment,1600,2.7,Cr,Andheri,Ready to move
46983,3,Apartment,1700,4.2,Cr,Andheri,Ready to move
46984,3,Apartment,790,1.45,Cr,Andheri,Ready to move
46985,1,Apartment,660,1.2,Cr,Andheri,Ready to move
46987,1,Apartment,520,1.25,Cr,Andheri,Ready to move
46988,2,Apartment,1245,2.05,Cr,Andheri,Ready to move
46989,4,Apartment,3600,7.5,Cr,Andheri,Ready to move
46990,4,Apartment,1225,2.06,Cr,Andheri,Ready to move
47168,3,Apartment,1800,4.5,Cr,Andheri,Ready to move
47402,3,Apartment,1250,6.9,Cr,Andheri,Ready to move
47766,4,Apartment,2000,6,Cr,Andheri,Ready to move
47767,3,Apartment,1921,5.5,Cr,Andheri,Ready to move
47773,2,Apartment,1300,3.5,Cr,Andheri,Ready to move
47774,4,Apartment,2080,5,Cr,Andheri,Ready to move
48012,2,Apartment,1500,3.75,Cr,Andheri,Ready to move
48013,2,Apartment,1100,3.1,Cr,Andheri,Ready to move
48043,2,Apartment,950,2.55,Cr,Andheri,Ready to move
48044,2,Apartment,869,2.5,Cr,Andheri,Under Construction
48051,2,Apartment,1200,3,Cr,Andheri,Ready to move
48083,2,Apartment,880,1.17,Cr,Andheri,Under Construction
48084,2,Apartment,850,1.13,Cr,Andheri,Under Construction
48085,1,Apartment,670,87,L,Andheri,Under Construction
48086,1,Apartment,650,85,L,Andheri,Under Construction
48420,1,Apartment,600,1,Cr,Andheri,Ready to move
48768,4,Apartment,2572,7,Cr,Andheri,Ready to move
48818,2,Apartment,950,2.45,Cr,Andheri,Ready to move
48819,4,Apartment,4600,6.5,Cr,Andheri,Ready to move
48821,2,Apartment,900,2.3,Cr,Andheri,Ready to move
48897,1,Apartment,500,85,L,Andheri,Under Construction
48898,2,Apartment,600,1.14,Cr,Andheri,Under Construction
49308,2,Apartment,850,2.4,Cr,Andheri,Ready to move
49309,2,Apartment,950,2.65,Cr,Andheri,Ready to move
49334,2,Apartment,1100,2.35,Cr,Andheri,Ready to move
49337,4,Apartment,2020,5.6,Cr,Andheri,Ready to move
49366,2,Apartment,1100,2.4,Cr,Andheri,Ready to move
49367,2,Apartment,990,2.3,Cr,Andheri,Ready to move
49706,3,Apartment,1900,4.45,Cr,Andheri,Ready to move
49710,3,Apartment,1424,3.95,Cr,Andheri,Ready to move
49712,2,Apartment,1150,3.35,Cr,Andheri,Ready to move
49792,3,Apartment,1560,4,Cr,Andheri,Ready to move
49793,3,Apartment,2221,5.25,Cr,Andheri,Ready to move
49995,3,Apartment,1700,3.5,Cr,Andheri,Ready to move
50231,2,Apartment,915,2,Cr,Andheri,Ready to move
50236,5,Apartment,2660,9,Cr,Andheri,Ready to move
50561,3,Apartment,1350,3.11,Cr,Andheri,Ready to move
50591,2,Apartment,1153,3.09,Cr,Andheri,Under Construction
50607,2,Apartment,900,2.8,Cr,Andheri,Ready to move
50933,2,Apartment,1049,3.55,Cr,Andheri,Ready to move
50934,2,Apartment,1300,3.6,Cr,Andheri,Ready to move
50987,1,Apartment,600,1.5,Cr,Andheri,Ready to move
51357,2,Apartment,1050,2.9,Cr,Andheri,Ready to move
51369,2,Apartment,1040,2.5,Cr,Andheri,Ready to move
51472,1,Apartment,665,30,L,Andheri,Ready to move
51476,1,Apartment,665,30,L,Andheri,Ready to move
51587,3,Apartment,1995,5.5,Cr,Andheri,Ready to move
51625,2,Apartment,1220,2.6,Cr,Andheri,Ready to move
51630,3,Apartment,1500,3.5,Cr,Andheri,Ready to move
51803,2,Apartment,1050,2.3,Cr,Andheri,Ready to move
51833,2,Apartment,950,2.65,Cr,Andheri,Ready to move
51834,3,Apartment,1938,10.34,Cr,Andheri,Ready to move
51846,2,Apartment,1024,2.55,Cr,Andheri,Ready to move
52050,3,Apartment,1250,3.35,Cr,Andheri,Ready to move
52051,4,Apartment,2160,7.6,Cr,Andheri,Ready to move
52086,3,Apartment,1955,5.5,Cr,Andheri,Ready to move
52117,2,Apartment,829,2.75,Cr,Andheri,Ready to move
52132,3,Apartment,1450,3.45,Cr,Andheri,Ready to move
52198,1,Apartment,704,1.65,Cr,Andheri,Ready to move
52230,2,Apartment,1121,2.8,Cr,Andheri,Ready to move
52313,4,Apartment,3105,7.25,Cr,Andheri,Ready to move
52341,2,Apartment,1000,2.35,Cr,Andheri,Ready to move
52366,2,Apartment,900,2.7,Cr,Andheri,Ready to move
52368,2,Apartment,1000,2.55,Cr,Andheri,Ready to move
52369,2,Apartment,1000,2.43,Cr,Andheri,Ready to move
52370,3,Apartment,1500,4.5,Cr,Andheri,Ready to move
52386,3,Apartment,1450,3.25,Cr,Andheri,Ready to move
52396,2,Apartment,1250,2.65,Cr,Andheri,Ready to move
52458,2,Apartment,864,2.75,Cr,Andheri,Ready to move
